DateComtd,DayComtd,TimeComtd,Barangay,X,Y,CrimeType,CrimeCategory,Classification,CaseStat,Solved,Cleared,"Place of Occurrence"
22/08/2020,Saturday,11:30:00,Talay,123.265404,9.289794,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/08/2020,Saturday,11:40:00,Piapi,123.30629,9.324701,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/08/2020,Saturday,15:30:00,Cadawinonan,123.268921,9.304267,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/08/2020,Sunday,11:55:00,Daro,123.294708,9.315321,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
23/08/2020,Sunday,23:00:00,Candau-ay,123.262321,9.314908,"NON-INDEX CRIME",OTHERNONINDEX,"GRAVE THREATS  - RPC Art. 282","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/08/2020,Monday,19:40:00,Balugo,123.258995,9.308693,"INDEX CRIME",MURDER,FRUSTRATED,"Under Investigation",No,No,"Along the Roads/Streets/Alleys"
25/08/2020,Tuesday,15:00:00,Piapi,123.311966,9.323335,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
25/08/2020,Tuesday,18:30:00,Junob,123.279457,9.303135,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
26/08/2020,Wednesday,22:00:00,Calindagan,123.308762,9.300069,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/08/2020,Wednesday,22:00:00,Calindagan,123.308762,9.300069,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/08/2020,Wednesday,23:06:00,Banilad,123.29612,9.283007,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/08/2020,Wednesday,23:06:00,Banilad,123.29612,9.283007,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/08/2020,Thursday,2:30:00,Piapi,123.30761,9.322986,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
29/08/2020,Saturday,20:30:00,Piapi,123.30751,9.311816,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
30/08/2020,Sunday,1:50:00,Banilad,123.295288,9.283102,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/08/2020,Sunday,15:30:00,Taclobo,123.289078,9.319249,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/08/2020,Sunday,15:40:00,Taclobo,123.300293,9.310302,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/08/2020,Sunday,15:50:00,Taclobo,123.294731,9.309561,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
30/08/2020,Sunday,18:59:00,Mangnao-Canal,123.306801,9.291022,"INDEX CRIME",HOMICIDE,"Attempted Homicide","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
31/08/2020,Monday,18:15:00,Camanjac,123.273949,9.323949,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
31/08/2020,Monday,18:15:00,Camanjac,123.273949,9.323949,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-08,Sunday,14:00:00,Candau-ay,123.264069,9.311552,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/08/2020,Saturday,23:00:00,Bagacay,123.298836,9.303606,"NON-INDEX CRIME",SPECIALLAWS,"RA 7610 (CHILD ABUSE)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
19/08/2020,Wednesday,7:00:00,Taclobo,123.296913,9.306258,"INDEX CRIME",CARNAPPING,Motorcycle,"Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
26/08/2020,Wednesday,22:45:00,Daro,123.296257,9.320106,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/08/2020,Thursday,2:30:00,Piapi,123.312386,9.318441,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
2020-01-09,Tuesday,6:30:00,Candau-ay,123.256233,9.313736,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-09,Tuesday,11:10:00,Camanjac,123.28157,9.323484,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-01-09,Tuesday,20:29:00,Banilad,123.296257,9.282869,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-09,Tuesday,20:29:00,Banilad,123.296257,9.282869,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-09,Wednesday,9:00:00,"Poblacion No. 2 (Barangay 2)",123.306808,9.303682,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-09,Wednesday,16:00:00,Calindagan,123.302422,9.298638,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-09,Thursday,21:00:00,Banilad,123.292366,9.297317,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-03-09,Thursday,7:30:00,Bantayan,123.306824,9.32781,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-02-09,Wednesday,20:00:00,Looc,123.311913,9.316332,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-02-09,Wednesday,20:00:00,Looc,123.311913,9.316332,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-05-09,Saturday,22:10:00,Motong,123.28476,9.317655,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
2020-05-09,Saturday,22:10:00,Motong,123.28476,9.317655,"NON-INDEX CRIME",SPECIALLAWS,"RA 10591 / 8294 (FIREARMS & EXPLOSIVES)","Filed in Pros / Court",No,Yes,"(Inside Residences) - Public Residential Area"
2020-05-09,Saturday,20:00:00,Camanjac,123.274544,9.323711,"INDEX CRIME",ROBBERY,"Robbery w/ ForceUponThings","Victim refused to file a case",Yes,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-06-09,Sunday,4:03:00,Junob,123.282539,9.303775,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-09,Sunday,4:03:00,Junob,123.282539,9.303775,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-09,Sunday,20:15:00,Banilad,123.29335,9.280702,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-06-09,Sunday,16:15:00,"Poblacion No. 8 (Barangay 8)",123.304558,9.303082,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-09,Sunday,16:15:00,"Poblacion No. 8 (Barangay 8)",123.304558,9.303082,"NON-INDEX CRIME",SPECIALLAWS,"RA 10591 / 8294 (FIREARMS & EXPLOSIVES)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-09,Sunday,16:30:00,Candau-ay,123.264603,9.314516,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-06-09,Sunday,17:00:00,Batinguel,123.290253,9.309138,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-09,Monday,21:40:00,"Poblacion No. 3 (Barangay 3)",123.305634,9.304659,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-08-09,Tuesday,11:25:00,Motong,123.288673,9.320435,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-09,Wednesday,16:15:00,"Poblacion No. 3 (Barangay 3)",123.307045,9.304146,"INDEX CRIME",HOMICIDE,FRUSTRATED,"Filed in Pros / Court",No,Yes,"Along the Roads/Streets/Alleys"
2020-09-09,Wednesday,15:00:00,Batinguel,123.281364,9.312007,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-09-09,Wednesday,19:40:00,Bagacay,123.29808,9.301081,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-09,Thursday,17:30:00,Cadawinonan,123.269218,9.303473,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-10-09,Thursday,23:09:00,Taclobo,123.30471,9.308132,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-09,Friday,17:45:00,Daro,123.301567,9.317114,"INDEX CRIME",MURDER,FRUSTRATED,"Under Investigation",No,No,"(Inside Residences) - Public Residential Area"
2020-12-09,Saturday,10:30:00,Calindagan,123.308571,9.300032,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"Unihabited Place"
2020-11-09,Friday,20:17:00,Pulantubig,123.291687,9.32505,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-12-09,Saturday,11:07:00,Daro,123.301811,9.316845,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/09/2020,Monday,17:19:00,Daro,123.302673,9.32026,"INDEX CRIME",MURDER,FRUSTRATED,"Under Investigation",No,No,"(Inside Residences - Subdivision) - w/o Security Guard"
14/09/2020,Monday,23:06:00,Batinguel,123.281364,9.312007,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
15/09/2020,Tuesday,22:06:00,Junob,123.283447,9.300514,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
18/09/2020,Friday,9:30:00,Calindagan,123.302094,9.294881,"NON-INDEX CRIME",OTHERNONINDEX,"Assault/Resistance to Authority","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - School "
18/09/2020,Friday,9:30:00,Calindagan,123.302094,9.294881,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Filed in Pros / Court",Yes,Yes,"(Commercial-Business Establishments) - School "
19/09/2020,Saturday,15:50:00,Banilad,123.294067,9.284549,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
20/09/2020,Sunday,14:40:00,Talay,123.269089,9.290419,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/09/2020,Sunday,14:40:00,Talay,123.26889,9.29026,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
20/09/2020,Sunday,19:00:00,"Poblacion No. 3 (Barangay 3)",123.307777,9.30468,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/09/2020,Tuesday,16:30:00,Camanjac,123.276924,9.324479,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/09/2020,Tuesday,16:30:00,Daro,123.29892,9.316877,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
22/09/2020,Tuesday,23:27:00,Camanjac,123.273254,9.324145,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/09/2020,Thursday,12:00:00,Bagacay,123.297157,9.304056,"INDEX CRIME",HOMICIDE,FRUSTRATED,"Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/09/2020,Thursday,9:30:00,Bagacay,123.292,9.298172,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
26/09/2020,Saturday,16:00:00,Taclobo,123.296265,9.313052,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
27/09/2020,Sunday,1:20:00,Mangnao-Canal,123.298508,9.292692,"INDEX CRIME",ROBBERY,"Robbery w/ Intimidation","Filed in Pros / Court",No,Yes,"Along the Roads/Streets/Alleys"
28/09/2020,Monday,22:14:00,Daro,123.29982,9.315167,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
28/09/2020,Monday,22:14:00,Daro,123.29982,9.315167,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-09,Thursday,8:00:00,Daro,123.29982,9.315167,"NON-INDEX CRIME",OTHERNONINDEX,"Unjust Vexation","Filed in Pros / Court",No,Yes,"(Commercial-Business Establishments) - Office "
2020-06-09,Sunday,14:00:00,Cadawinonan,123.269218,9.303473,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-08-09,Tuesday,23:41:00,Taclobo,123.296265,9.313052,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Filed in Pros / Court",No,Yes,"Along the Roads/Streets/Alleys"
14/09/2020,Monday,17:40:00,Bagacay,123.29808,9.301081,"NON-INDEX CRIME",OTHERNONINDEX,"Unjust Vexation","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn"
18/09/2020,Friday,15:45:00,Calindagan,123.308571,9.300032,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/09/2020,Monday,20:00:00,Bagacay,123.297157,9.304056,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
26/09/2020,Saturday,7:30:00,Motong,123.288673,9.320435,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
27/09/2020,Sunday,9:30:00,Daro,123.29892,9.316877,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-01-09,Tuesday,9:00:00,Bagacay,123.292,9.298172,"INDEX CRIME",RAPE,"RAPE (Art 335 RPC / RA 8353)","Filed in Pros / Court",No,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-03-08,Monday,13:16:00,Batinguel,123.281364,9.312007,"NON-INDEX CRIME",SPECIALLAWS,"RA 9262 (VAWC)","Filed in Pros / Court",No,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-03-08,Monday,13:16:00,Batinguel,123.281364,9.312007,"NON-INDEX CRIME",SPECIALLAWS,Anti-Voyeurism,"Filed in Pros / Court",No,Yes,"(Inside Residences - Subdivision) - w/o Security Guard"
2020-02-10,Friday,19:35:00,Junob,123.279022,9.303198,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-03-10,Saturday,17:50:00,Batinguel,123.288628,9.310667,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-10,Saturday,17:50:00,Batinguel,123.288628,9.310667,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-03-10,Saturday,22:07:00,Looc,123.311844,9.316923,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-10,Wednesday,17:00:00,Bantayan,123.306854,9.327824,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-07-10,Wednesday,20:10:00,Looc,123.31179,9.316856,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-10,Wednesday,22:00:00,Motong,123.289215,9.317761,"NON-INDEX CRIME",OTHERNONINDEX,"Alarm & Scandal","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-07-10,Wednesday,22:00:00,Motong,123.289215,9.317761,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-09-10,Friday,19:36:00,Looc,123.311829,9.316403,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-10-10,Saturday,20:00:00,Mangnao-Canal,123.298607,9.293062,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
2020-11-10,Sunday,7:50:00,Camanjac,123.273422,9.324172,"INDEX CRIME",MURDER,Parricide,"Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
2020-11-10,Sunday,11:10:00,Cadawinonan,123.271614,9.304289,"NON-INDEX CRIME",SPECIALLAWS,"COCKFIGHTING LAW OF 1974 - PD 449","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/10/2020,Tuesday,11:05:00,Junob,123.2798,9.293981,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/10/2020,Tuesday,11:50:00,Looc,123.311928,9.316364,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/10/2020,Tuesday,11:50:00,Looc,123.311928,9.316364,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/10/2020,Tuesday,15:40:00,Talay,123.272072,9.290509,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
13/10/2020,Tuesday,20:42:00,Piapi,123.309555,9.320472,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
14/10/2020,Wednesday,11:50:00,Talay,123.26387,9.289448,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
14/10/2020,Wednesday,14:15:00,Daro,123.298485,9.314661,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
15/10/2020,Thursday,20:30:00,"Poblacion No. 3 (Barangay 3)",123.307724,9.304516,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",No,Yes,"Along the Roads/Streets/Alleys"
16/10/2020,Friday,21:34:00,Looc,123.311584,9.316004,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
16/10/2020,Friday,16:30:00,Bajumpandan,123.293221,9.279213,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
18/10/2020,Sunday,22:20:00,Batinguel,123.281487,9.310426,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
19/10/2020,Monday,7:25:00,Calindagan,123.30648,9.299994,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
19/10/2020,Monday,22:10:00,"Poblacion No. 8 (Barangay 8)",123.305275,9.305662,"INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj","Victim refused to file a case",Yes,Yes,"(Commercial-Business Establishments) - Bar/Disco"
20/10/2020,Tuesday,8:30:00,"Poblacion No. 3 (Barangay 3)",123.305695,9.304659,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
21/10/2020,Wednesday,12:13:00,Bagacay,123.292107,9.301648,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/10/2020,Wednesday,18:30:00,Looc,123.311874,9.31629,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/10/2020,Wednesday,19:30:00,Calindagan,123.30825,9.301104,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
21/10/2020,Wednesday,19:30:00,Calindagan,123.30825,9.301104,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/10/2020,Thursday,15:50:00,Looc,123.312393,9.317698,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/10/2020,Thursday,21:10:00,Candau-ay,123.262428,9.313468,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/10/2020,Thursday,18:50:00,Cadawinonan,123.271355,9.302298,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
22/10/2020,Thursday,18:50:00,Cadawinonan,123.271355,9.302298,"NON-INDEX CRIME",SPECIALLAWS,"RA 9165 (ILL DRUGS)","Filed in Pros / Court",Yes,Yes,"(Inside Residences) - Public Residential Area"
24/10/2020,Saturday,7:35:00,"Poblacion No. 3 (Barangay 3)",123.305733,9.303608,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
24/10/2020,Saturday,17:15:00,Tabuctubig,123.302757,9.301575,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
24/10/2020,Saturday,22:30:00,Looc,123.311661,9.316256,"NON-INDEX CRIME",OTHERNONINDEX,"Malicious Mischief","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
25/10/2020,Sunday,4:45:00,Banilad,123.296967,9.282326,"NON-INDEX CRIME",PHYSICALINJURIES,"Less Serious Phy Inj TRI","Victim refused to file a case",Yes,Yes,"Along the Roads/Streets/Alleys"
26/10/2020,Monday,14:33:00,"Poblacion No. 3 (Barangay 3)",123.30777,9.304258,"NON-INDEX CRIME",SPECIALLAWS,"PD 1602 / RA 9287  (GAMBLING)","Filed in Pros / Court",Yes,Yes,"Along the Roads/Streets/Alleys"
