DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence
20/02/2020,Thursday,5:45 pm,Traf(135)209,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,,123.302094,9.316305,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
20/02/2020,Thursday,5:45 pm,Traf(135)210,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting Bldg. 3, Real St.",123.30542,9.306883,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
21/02/2020,Friday,6:30 pm,Traf(135)212,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,"T. Junction Larena Drive corner New Road, Taclobo",123.29493,9.309826,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
23/02/2020,Sunday,10:40 am,Traf(135)213,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Fronting Vegetable and Fruit Stand, Taft St.",123.305954,9.305125,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
24/02/2020,Monday,12:30 pm,202002-319,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,"Room 23, Royal QXV Hotel",123.296211,9.299789,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Piece of seized evidences were:
1.	One (1) pc Heat sealed transparent plastic sachet marked as “RDC-BB-02/24/2020” with signature;
2.	Fourteen (14) pcs elongated heat sealed transparent plastic sachet marked  as “RDC-P14-02/24/2020” all with signature;
3.	One (1) pc. Medium sized heat sealed transparent plastic marked as “RDC-P15-02/24/2020” with signature;
4.	One (1) pc Big sized heat sealed transparent plastic sachet markes as “RDC-P16-02/24/2020” with signature;
5.	One (1) pc Very big sized heat sealed transparent plastic sachet marked as “RDC-P17-02/24/2020” with signature;
6.	One (1) pc Marlboro red pack marked as “RDC-P18-02/24/2020 with signature containing items numbers Two (2) to Five (5); and
7.	One (1) pc Five Hundred peso bill with serial number CZ 127645 used as buy bust money.


",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
24/02/2020,Monday,12:30 pm,202002-319,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,"Room 23, Royal QXV Hotel",123.296211,9.299789,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

Piece of seized evidences were:
1.	One (1) pc Heat sealed transparent plastic sachet marked as “RDC-BB-02/24/2020” with signature;
2.	Fourteen (14) pcs elongated heat sealed transparent plastic sachet marked  as “RDC-P14-02/24/2020” all with signature;
3.	One (1) pc. Medium sized heat sealed transparent plastic marked as “RDC-P15-02/24/2020” with signature;
4.	One (1) pc Big sized heat sealed transparent plastic sachet markes as “RDC-P16-02/24/2020” with signature;
5.	One (1) pc Very big sized heat sealed transparent plastic sachet marked as “RDC-P17-02/24/2020” with signature;
6.	One (1) pc Marlboro red pack marked as “RDC-P18-02/24/2020 with signature containing items numbers Two (2) to Five (5); and
7.	One (1) pc Five Hundred peso bill with serial number CZ 127645 used as buy bust money.




The seized suspected shabu has an estimated weight of 20 grams with DDB value of Php 136,000.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
24/02/2020,Monday,6:30 am,Traf(135)215,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,In between Vida Royal and Batinguel E/S,123.279694,9.310609,NON-INDEX CRIME,,HOMICIDE,Homicide TRI,Vehicular Accident - H,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
25/02/2020,Tuesday,1:00 am,202002-321,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Baltemar,123.301918,9.303516,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
25/02/2020,Tuesday,3:38 am,202002-322,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Bartolo Compound,123.300186,9.310244,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences - Subdivision) - w/o Security Guard
25/02/2020,Tuesday,7:50 am,Traf(135)217,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bantayan,Intersection Veterans Ave. and Rovira Road,123.297844,9.326194,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
25/02/2020,Tuesday,12:30 pm,Traf(135)218,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Intersection Palinpinon and Candau-ay,123.256195,9.313807,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
25/02/2020,Tuesday,4:09 pm,202002-327,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Saging-saging,123.264572,9.312145,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences were:
1.	One (1) pc. elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “JMF-BB-2/25/2020” with signature;
2.	Eleven (11) pcs. Elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules collectively marked as “JMF-P11-2/25/2020” all with signature;
3.	One (1) pc. Big heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “JMF-P12-2/25/2020” with signature;
4.	One (1) pc. Pouch with heartshapes/images containing items number 2 and 3 marked as “JMF-P13-2/25/2020” with signature; and
5.	Five (5) pcs. One hundred peso bill with serial numbers S525763,ZA001947,YK013572,PL557626 and ZB963826 used as Buy-bust money.



The seized suspected shabu has an estimated weight of 10 grams with DDB value of Php 68,000.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
25/02/2020,Tuesday,4:09 pm,202002-327,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Saging-saging,123.264572,9.312145,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences were:
1.	One (1) pc. elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “JMF-BB-2/25/2020” with signature;
2.	Eleven (11) pcs. Elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules collectively marked as “JMF-P11-2/25/2020” all with signature;
3.	One (1) pc. Big heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “JMF-P12-2/25/2020” with signature;
4.	One (1) pc. Pouch with heartshapes/images containing items number 2 and 3 marked as “JMF-P13-2/25/2020” with signature; and
5.	Five (5) pcs. One hundred peso bill with serial numbers S525763,ZA001947,YK013572,PL557626 and ZB963826 used as Buy-bust money.

",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
25/02/2020,Tuesday,6:00 pm,202002-328,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Everlasting,123.308968,9.299561,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1. One (1) piece elongated clear heat sealed plastic sachet containing suspected shabu granules marked as JSL/SSA-BB-02-25-2020 with signature; (object of sale)
2. Five (5) pieces large sized clear heat sealed plastic sachets containing suspected shabu granules marked as JSL/SSA-P1-02-25-2020 to JSL/SSA-P5-02-25-2020 all with signatures;
3. Three (3) pieces medium sized clear heat sealed plastic sachets containing suspected shabu granules marked as JSL/SSA-P6-02-25-2020 to JSL/SSA-P8-02-25-2020 all with signatures;
4. One (1) piece green pouch marked as JSL/SSA-P9-02-25-2020 with signature; and 
5.  One (1) piece five hundred peso (P500) bill served as Buy Bust money with serial number TR522346. 



7. Remarks: Estimated total weight of all confiscated suspected shabu is more or less 25 Grams with corresponding DDB value amounting to Php 170,000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspects were informed of the nature of the offense they committed and appraised of their constitutional and statutory rights as well as the anti-torture warning in a dialect understood by them as provided by law. Arrested suspects and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section 5 and 11 in relation to Section 26 Article II R.A. 9165 is now being prepared against the arrested suspects for filing in court. Progress report will.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
25/02/2020,Tuesday,6:00 pm,202002-328,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Everlasting,123.308968,9.299561,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1. One (1) piece elongated clear heat sealed plastic sachet containing suspected shabu granules marked as JSL/SSA-BB-02-25-2020 with signature; (object of sale)
2. Five (5) pieces large sized clear heat sealed plastic sachets containing suspected shabu granules marked as JSL/SSA-P1-02-25-2020 to JSL/SSA-P5-02-25-2020 all with signatures;
3. Three (3) pieces medium sized clear heat sealed plastic sachets containing suspected shabu granules marked as JSL/SSA-P6-02-25-2020 to JSL/SSA-P8-02-25-2020 all with signatures;
4. One (1) piece green pouch marked as JSL/SSA-P9-02-25-2020 with signature; and 
5.  One (1) piece five hundred peso (P500) bill served as Buy Bust money with serial number TR522346. 



7. Remarks: Estimated total weight of all confiscated suspected shabu is more or less 25 Grams with corresponding DDB value amounting to Php 170,000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspects were informed of the nature of the offense they committed and appraised of their constitutional and statutory rights as well as the anti-torture warning in a dialect understood by them as provided by law. Arrested suspects and pieces of evidence confiscated were processed for proper disposition. Appropriate charges for Violation of Section 5 and 11 in relation to Section 26 Article II R.A. 9165 is now being prepared against the arrested suspects for filing in court. Progress report will.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
26/02/2020,Wednesday,1:07 am,202002-329,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Makugihon,123.271667,9.324267,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

Piece of seized evidences were:
1.	One (1) pc elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “RDC-BB-02/26/2020” with signature;
2.	One (1) pc elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “RDC-P1-02/26/2020” with signature;
3.	One (1) pc Big packed heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “RDC-P2-02/26/2020” with signature;
4.	One (1) unit honda beat color combination yellow/black with no plate number attached marked as “RDC-P3-02/26/2020” with signature
5.	One (1) pc Five hundred peso bill bearing SN:RP721295 used as Buy-bust money.



The seized suspected shabu has an estimated weight of 50 grams with DDB value of Php340,000.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
26/02/2020,Wednesday,1:07 am,202002-329,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Makugihon,123.271667,9.324267,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Piece of seized evidences were:
1.	One (1) pc elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “RDC-BB-02/26/2020” with signature;
2.	One (1) pc elongated heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “RDC-P1-02/26/2020” with signature;
3.	One (1) pc Big packed heatsealed transparent plastic sachet containing suspected shabu powder/granules marked as “RDC-P2-02/26/2020” with signature;
4.	One (1) unit honda beat color combination yellow/black with no plate number attached marked as “RDC-P3-02/26/2020” with signature
5.	One (1) pc Five hundred peso bill bearing SN:RP721295 used as Buy-bust money.



The seized suspected shabu has an estimated weight of 50 grams with DDB value of Php340,000.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
26/02/2020,Wednesday,5:45 am,202002-330,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),,123.302185,9.304384,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,suspect chased the victim armed with a bolo but luckily evaded the assault,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
25/02/2020,Tuesday,7:10 pm,Traf(135)219,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Intersection San Jose Ext. and Cervantes St.,123.304771,9.308196,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
26/02/2020,Wednesday,5:30 pm,Traf(135)220,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Bypass,123.309196,9.314717,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
27/02/2020,Thursday,1:00 am,202002-334,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone 2,123.311943,9.316147,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"One (1) pc.elongatedheat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “RLBC-P1-02//27/20” with signature.
	

The seized suspected shabu has an estimated weight of .25gram with DDB value of Php 1,700.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/02/2020,Thursday,7:30 am,Traf(135)222,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Santan,123.296989,9.30648,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
27/02/2020,Thursday,10:40 am,202002-336,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Dapdap,123.297005,9.304829,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu," two (2) pcs heat sealed transparent plastic sachet containing suspected shabu powder/granules mark as ‘RJV-P1-02-27-2020’ and RJV-P2-02-27-2020’ all with signature.

The seized suspected shabu has an estimated weight of .8 grams with DDB value of Php5,440.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/02/2020,Thursday,12:30 pm,202002-339,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,"Purok Camia, Sitio Canday-ong",123.308968,9.300313,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
1.   One   (1)   piece   plastic   transparent   plastic   sachet   containing   suspected shabu granules marked as JA-BB 02-27-2020 with signature; 
(Object of sale)
2.  Two (2) pieces big plastic transparent plastic sachet containing suspected shabu granules marked as JA-P1 to JA-P2 all with date and signature;
3. One (1) piece brown pouch marked as JA-P3 02-27-2020 with signature used as container for items number 2;
4. One (1) piece lighter marked as JA-P4 02-27-2020 with signature;
5. One (1) piece five hundred peso bill with serial number AA318854 used as Buy Bust Money.         

7. Remarks:  Estimated total weight of all confiscated suspected shabu is more or less 10 Grams with corresponding DDB value amounting to Php 68,000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspect was   informed   of   the   nature   of   the   offense   he   committed   and   appraised   of   his constitutional   and   statutory   rights   as   well   as   the   anti-torture   warning   in   a   dialect
understood   by   him   as   provided   by   law.   Arrested   suspect   and   pieces   of   evidence confiscated were processed for proper disposition. Appropriate charges for Violation of  Section   5   and   11   Article   II   R.A.   9165  is   now   being   prepared   against   the   arrested suspects for filing in court. Progress report will.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/02/2020,Thursday,12:30 pm,202002-339,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,"Purok Camia, Sitio Canday-ong",123.308968,9.300313,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.   One   (1)   piece   plastic   transparent   plastic   sachet   containing   suspected shabu granules marked as JA-BB 02-27-2020 with signature; 
(Object of sale)
2.  Two (2) pieces big plastic transparent plastic sachet containing suspected shabu granules marked as JA-P1 to JA-P2 all with date and signature;
3. One (1) piece brown pouch marked as JA-P3 02-27-2020 with signature used as container for items number 2;
4. One (1) piece lighter marked as JA-P4 02-27-2020 with signature;
5. One (1) piece five hundred peso bill with serial number AA318854 used as Buy Bust Money. 

7. Remarks:  Estimated total weight of all confiscated suspected shabu is more or less 10 Grams with corresponding DDB value amounting to Php 68,000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. Said suspect was   informed   of   the   nature   of   the   offense   he   committed   and   appraised   of   his constitutional   and   statutory   rights   as   well   as   the   anti-torture   warning   in   a   dialect
understood   by   him   as   provided   by   law.   Arrested   suspect   and   pieces   of   evidence confiscated were processed for proper disposition. Appropriate charges for Violation of  Section   5   and   11   Article   II   R.A.   9165  is   now   being   prepared   against   the   arrested suspects for filing in court. Progress report will.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/02/2020,Thursday,2:15 pm,202002-340,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.308968,9.300165,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"three(3) pcs heat sealed transparent plastic sachet containing suspected shabu powder/granules mark as ‘JCD-P1-02/27/2020’, ‘JCD-P2-02/27/2020’, ‘JCD-P3-02/27/2020’ all with signature.

The seized suspected shabu has an estimated weight of 1.2grams with DDB value of Php8,160.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/02/2020,Thursday,2:35 pm,202002-341,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Orchids,123.310104,9.299598,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"Four (4) pcs heat sealed transparent plastic sachet containing suspected shabu powder/granules marked as “SSR-P1-02-27-2020” to “SSR-P4-02-27-2020”.
	
The seized suspected shabu has an estimated weight of 1.4 grams with DDB value of Php9,520.00 was brought to Prov’l Crime Laboratory Office for examination. Arrested suspect was under custody of Dumaguete City Police Station for booking procedure and proper disposition.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
27/02/2020,Thursday,12:56 am,202002-342,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,"B3 L3, Pahse 2, Camella Homes",123.264893,9.312526,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Akyat Bahay),,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,No,0,(Inside Residences - Subdivision) - w/o Security Guard
28/02/2020,Friday,2:20 pm,202002-347,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Negros Oriental Detention and Rehabilitation Center,123.300812,9.311451,NON-INDEX CRIME,,OTHERNONINDEX,Attempted Murder,Stabbing/Hacking,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Provincial Jail
28/02/2020,Friday,7:25 pm,202002-349,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Cang's Inc.,123.302155,9.315697,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Malls
28/02/2020,Friday,9:45 pm,202002-350,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 1 (Barangay 1),Tinago,123.31015,9.300122,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (General),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
29/02/2020,Saturday,12:00 pm,202002-353,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Dumaguete Spring Apt.,123.297813,9.300747,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,Suspects went amok,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
29/02/2020,Saturday,12:00 pm,202002-353,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Dumaguete Spring Apt.,123.297813,9.300747,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (General),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Resort/Hotel/Motel/Inn
29/02/2020,Saturday,1:35 am,Traf(136)226,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Talay,Dumaguete to Valencia Road frotning 7-Eleven,123.263809,9.289497,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
29/02/2020,Saturday,3:40 am,Traf(136)227,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Fronting Robinson's Builders,123.302391,9.315586,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
29/02/2020,Saturday,10:30 am,Traf(136)228,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Tabuctubig,Angatan,123.30407,9.301017,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
29/02/2020,Saturday,3:00 pm,Traf(136)229,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Fronting Jerry's Lechon,123.288811,9.298434,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
03/02/2020,Monday,10:45 pm,W-199,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Pulantubig,L. Rovira Road,123.302071,9.312854,NON-INDEX CRIME,,OTHERNONINDEX,Acts of Lasciviousness, suspect placed his hand inside her underwear and felt the latter’s fingers touched her vagina,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,Along the Roads/Streets/Alleys
11/02/2020,Tuesday,7:00 pm,W-201,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Piapi,,123.303291,9.321334,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Psychological Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
20/02/2020,Thursday,12:30 am,W-202,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Talay,Purok Mangga,123.276108,9.286935,NON-INDEX CRIME,,SPECIALLAWS,RA 9262 (VAWC),Viol. of RA 9262 (Physical Abuse),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,(Inside Residences) - Public Residential Area
