DateComtd,DayComtd,TimeComtd,EntryNo,PPO,Unit/Station,Area of Incident,Barangay,Bldg/House No/Street/Sitio,X,Y,CrimeType,IndexCrimeType,CrimeCategory,Classification,Mode of Commission,StreetCrime,InvolMinor?,SpecialCase,WeaponUsed,FACaliber,FAStatus,FALicenseNr,C-R-S Firearms,FADisposition,Transport,MotorcycleRidingCriminals,Driver(Suspect),VehOwner,VehType,VehPlateNum,Drugs,DrugConfsctdItem,Gmblng,GmblngConfsctdItem,GmblngAmntCnfsctd,CrnppngRecUnrec,RobType,BankRobAmt,EstblshmntType,EstblshmntName,CaseStat,Solved,Cleared,Uncleared/Unsolved,Arrest,NrArrstdSspct,Place of Occurrence*
2021-02-02,Tuesday,12:02:00,202102-0154,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Malangsuba,123.297386,9.304781,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"1.  One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be shabu (subject of sale) 2. One (1) pc elongated heat-sealed transparent pplastic sachet containing white crystalline substance believed to be Shabu and  One (1) pc genuine Five Hundred Peso Bill (500.00) as buy bust money. The seized suspected shabu has an estimated weight of 0.20 grams and DDB value of Php 1,360.00 and was brought to Prov’l Crime Laboratory Office for examination. ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences - Subdivision) - w/o Security Guard
2021-02-02,Tuesday,21:00:00,202102-0155,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,,123.262474,9.313786,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Hitting with hard object,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-02,Tuesday,19:17:00,202102-0156,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.308929,9.314754,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"1.  One (1) pc. elongated heat-sealed transparent plastic sachet containing suspected shabu granules marked as JAC-BB-02/02/2021 with time of arrest, place of confiscation; (object of sale) 2. Five (5) pcs. elongated heat-sealed transparent plastic sachet containing suspected shabu granules marked as JAC-P1-02/02/2021 to JAC-P5-02/02/2021 with time of arrest, place of confiscation 3. One (1) pc. Cap color Blue Under armor Brand marked as JAC-P6-02/02/2021 with time of arrest, place of confiscation and signature 4. One (1) pc. Five hundred peso bill (Php 500.00) used as Buy Bust money with serial no. CK012496
The seized suspected shabu has an estimated weight of 1.5 grams and DDB value of Php 10,200.00 and was brought to Provincial Crime Laboratory Office for examination.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-02,Tuesday,19:17:00,202102-0156-A,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.308891,9.314887,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"1.  One (1) pc. elongated heat-sealed transparent plastic sachet containing suspected shabu granules marked as JAC-BB-02/02/2021 with time of arrest, place of confiscation; (object of sale) 2. Five (5) pcs. elongated heat-sealed transparent plastic sachet containing suspected shabu granules marked as JAC-P1-02/02/2021 to JAC-P5-02/02/2021 with time of arrest, place of confiscation 3. One (1) pc. Cap color Blue Under armor Brand marked as JAC-P6-02/02/2021 with time of arrest, place of confiscation and signature 4. One (1) pc. Five hundred peso bill (Php 500.00) used as Buy Bust money with serial no. CK012496
The seized suspected shabu has an estimated weight of 1.5 grams and DDB value of Php 10,200.00 and was brought to Provincial Crime Laboratory Office for examination.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-04,Thursday,13:00:00,202102-0165,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.311913,9.316321,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
HOW: The above personnel conducted an anti- illegal gambling operation w/c resulted to the arrest of the above suspect. Confiscated pcs of evidence: a.) one (1) set cue playing cards; b.) three (3) pcs plastic chairs; c.) One (1) pc portable round table; d.) Four hundred ninety pesos (Php 490.00) as bet money.",Php 490.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-02-05,Friday,11:22:00,202102-0169,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone II,123.311905,9.316337,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
a.) one(1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu.
b.) one (1) pc genuine Five hundred Peso bill (Php 500.00).
c.) One (1} unit Vivo Cellular phone touch screen color Blue.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-06,Saturday,22:03:00,Traf(137)016,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Near Brgy. Hall,123.295769,9.300385,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-07,Sunday,13:00:00,202102-0279,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 6,123.288628,9.310218,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,a.) One (1) seriously wounded fighting cock color Talisayon with gaff; and 1 (one) wounded red fighting cock with gaff; and b.) Cash money in the amount of Five Hundred Pesos (Php 500.00) in 100 paper bill domination used as bet money. ,Php 500.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,4,Unihabited Place
2021-02-07,Sunday,13:00:00,202102-0280,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,,123.290451,9.301149,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-07,Sunday,16:29:00,Traf(137)017,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Daro,Near Cang's Inc.,123.302422,9.315643,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-08,Monday,14:20:00,Traf(137)018,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Pleasantville Subd.,123.294266,9.285527,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-09,Tuesday,21:19:00,202102-0290,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Yellow Bell-A,123.290878,9.297947,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
One (1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu;(subject of sale); and 
Genuine Five hundred peso (Php 500.00) bill.The confiscated suspected shabu with estimated total weight of 0.10 gram & w/ DDB value of ₱680.00.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,No,1,(Inside Residences) - Public Residential Area
2021-02-10,Wednesday,8:20:00,Traf(137)019,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),Corner Cervantes St. and Taft St.,123.304909,9.305287,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-10,Wednesday,11:24:00,Traf(137)020,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Larena Drive,123.295235,9.309116,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-10,Wednesday,19:25:00,202102-0293,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Ladrico I,123.295052,9.309275,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Others),,No,,,,,,,,,,,,,,Shabu,"
Confiscated during the operation were 6 pieces of  elongated plastic sachets of suspected Shabu and 2 pcs medium heat sealed plastic sachets of suspected Shabu with MOL 12 grams with estimated value of Php 81 600.00.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,(Inside Residences) - Public Residential Area
2021-02-10,Wednesday,19:25:00,202102-0293,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Ladrico I,123.295052,9.309275,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Others),,No,,,,,,,,,,,,,,Shabu,"
Confiscated during the operation were 6 pieces of  elongated plastic sachets of suspected Shabu and 2 pcs medium heat sealed plastic sachets of suspected Shabu with MOL 12 grams with estimated value of Php 81 600.00.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,(Inside Residences) - Public Residential Area
2021-02-10,Wednesday,19:25:00,202102-0293,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Ladrico I,123.295052,9.309275,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Others),,No,,,,,,,,,,,,,,Shabu,"
Confiscated during the operation were 6 pieces of  elongated plastic sachets of suspected Shabu and 2 pcs medium heat sealed plastic sachets of suspected Shabu with MOL 12 grams with estimated value of Php 81 600.00.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,(Inside Residences) - Public Residential Area
2021-02-10,Wednesday,19:25:00,202102-0293-A,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Ladrico I,123.295052,9.30926,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
Confiscated during the operation were 6 pieces of  elongated plastic sachets of suspected Shabu and 2 pcs medium heat sealed plastic sachets of suspected Shabu with MOL 12 grams with estimated value of Php 81 600.00.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,(Inside Residences) - Public Residential Area
2021-02-10,Wednesday,19:25:00,202102-0293-B,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,Purok Ladrico I,123.295052,9.309217,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
Confiscated during the operation were 6 pieces of  elongated plastic sachets of suspected Shabu and 2 pcs medium heat sealed plastic sachets of suspected Shabu with MOL 12 grams with estimated value of Php 81 600.00.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,5,(Inside Residences) - Public Residential Area
2021-02-11,Thursday,17:45:00,202102-0295,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,San Jose Extension,123.300331,9.310218,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Billiard," a.) two (2) pcs. cue sticks; b.) One (1) pc cue Stick Bridge; c.) one (1) set billiard Balls with cue ball; d.) One (1) triangular rack; and e.) One hundred five pesos (₱105.00), as bet money.",Php 105.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-02-11,Thursday,17:45:00,202102-0296,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Taclobo,San Jose Extension,123.300293,9.310244,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Billiard,"a.) Two (2) pcs. cue sticks; b.) One (1) pc cue Stick Bridge; c.) One (1) set billiard Balls with cue ball; d.) One (1) triangular rack; and e.) Five hundred and forty pesos (₱540.00), as bet money.",Php 540.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-02-12,Friday,8:45:00,202102-0297,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"2-Star Dry Goods Retailing, Corner Colon Perdices St.",123.307907,9.304672,INDEX CRIME,Crime Against Property,THEFT,Shop Lifting,Shoplifting,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2021-02-12,Friday,10:00:00,Traf(137)023,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 8 (Barangay 8),"Fronting D' Corner Bicycle Shop, Cervantes St.,",123.304977,9.304962,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-12,Friday,16:50:00,Traf(137)024,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Mangnao-Canal,Fronting Hermogina Apt.,123.299995,9.294982,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-14,Sunday,0:55:00,202102-0299,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Batinguel,Purok 2,123.284134,9.309805,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

1. One (1) unit caliber .45 (colt) pistol marked as CBG-SW1 inserted with one (1) piece magazine for caliber .45 marked as CBG-SW1-A containing two (2) pices live ammunition marked as CBG-SW1-B and CBG-SW1-C;
2. One (1) piece tin foil marked as CBG-SW2-02-14-2021 room table with time, date, signature and place;
3. Two (2) pieces improvised tooter marked as CBG-SW3-02-14-2021 room table and  CBG-SW4-02-14-2021 with time, date, signature and place;
4. One (1) piece lighter marked as CBG-SW5-02-14-2021 room table with time, date, signature and place;
5. One (1) unit sealer marked as CBG-SW6-02-14-2021 upper cabinet with time, date, signature and place;
6. Three (3) pieces transparent empty plastics marked as CBG-SW7-02-14-2021 to CBG-SW9-02-14-2021 inside cabinet with time, date, signature and place;
7.  One (1) piece clipper marked as CBG-SW10-02-14-2021 with time, date, signature and place;
8. One (1) unit weighing scale marked as CBG-SW11-02-14-2021 upper cabinet with time, date, signature and place;
9. One (1) piece blade stainless marked as CBG-SW12-02-14-2021 upper cabinet with time, date, signature and place;
10. One (1) piece heat sealed medium size transparent plastic sachet containing suspected shabu/granules unit sealer marked as CBG-SW13-02-14-2021 upper cabinet with time, date, signature and place;
11. Nine (9) pieces elongated heat sealed transparent plastic sachet containing suspected shabu granules/powder marked as CBG-SW14-02-14-2021 to CBG-SW22-02-14-2021 upper cabinet with time, date, signature and place

7. Remarks: Estimated total weight of all confiscated suspected shabu is more or less 10 Grams with corresponding DDB value amounting to Php 68,000.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-14,Sunday,2:43:00,202102-0300,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Banilad,Purok Kapitan Ano,123.292412,9.282319,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
1.	Two (2) pcs medium sized heat-sealed transparent plastic sachet containing suspected shabu granules marked as JAF-SW-1 02-14-2021 and JAF-SW-1 02-14-2021 all with time, 2:43 AM and place, Brgy. Banilad, Dumaguete City;
2.	Seven (7) pcs elongated heat-sealed transparent plastic sachet containing suspected shabu granules marked as JAF-SW-3 02-14-2021 and JAF-SW-9 02-14-2021 all with time; 2:43 AM and place; Brgy. Banilad, Dumaguete City

Remarks: Estimated total weight of all confiscated suspected shabu is more or less 12 Grams with corresponding DDB value of Php 81, 600.00 which will be submitted to PNP Provincial Crime Laboratory for forensic examination.",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-14,Sunday,4:40:00,202102-0301,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bajumpandan,Habitat IV,123.281494,9.277882,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"

a)	One (1) piece large size heat sealed transparent plastic sachet containing suspected shabu granules/ powder marked as CCA-SW1 02/14/21 5: 18 with place and signature;

b)	One (1) piece medium size heat sealed transparent plastic sachet containing suspected shabu granules/powder CCA-SW2 02/14/21 5: 18 with place and signature;

c)	One (1) Pouch color blue with print SATIVA marked as CCA-SW3 02/14/21 5:18 AM with place and signature;
 
7.	REMARKS: Estimated total weight of all confiscated suspected shabu is more or less 7 grams with corresponding DDB value amounting to Php 47,600 which will be submitted to PNP Provincial Crime Laboratory for forensic examination. ",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-14,Sunday,10:20:00,202102-0302,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Camanjac,Purok Mahinabangon,123.273293,9.324225,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,a.) Two(2) fighting cocks color Red and Gold with gaff; and b.) Cash money in the amount of Two Hundred Pesos (Php 200.00) used as bet money.,Php 200.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Unihabited Place
2021-02-14,Sunday,12:30:00,202102-0304,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,Purok Dapdap,123.297272,9.304818,NON-INDEX CRIME,,SPECIALLAWS,COCKFIGHTING LAW OF 1974 - PD 449,ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Fighting Cock,a.) Two(2) fighting cocks color Red and Bulick (Dom) with gaff; and  b.) Cash money in the amount of One Hundred Twenty Pesos (Php 120.00) used as bet money.,Php 120.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,Unihabited Place
2021-02-14,Sunday,17:49:00,202102-0306,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Purok Camia,123.309029,9.299916,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"

a.) one(1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu.
b.) one (1) pc genuine Five hundred Peso bill (Php 500.00).",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-14,Sunday,22:47:00,202102-0309,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,"Zone 7, Tubod",123.308418,9.315363,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 5),,No,,,,,,,,,,,,,,Shabu,"
a.) one(1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu.( subject of sale) 
b.) one (1)pc medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu. 
c.) one (1) pc genuine Five hundred Peso bill (Php 500.00).",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-14,Sunday,22:47:00,202102-0309,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,"Zone 7, Tubod",123.308418,9.315363,NON-INDEX CRIME,,SPECIALLAWS,RA 9165 (ILL DRUGS),Viol. of RA 9165 (Sec. 11),,No,,,,,,,,,,,,,,Shabu,"
a.) one(1) pc elongated heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu.( subject of sale) 
b.) one (1)pc medium size heat-sealed transparent plastic sachet containing white crystalline substance believed to be Shabu. 
c.) one (1) pc genuine Five hundred Peso bill (Php 500.00).",,,,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-15,Monday,7:00:00,202102-0310,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 3 (Barangay 3),"Building 2, Public Market",123.307198,9.306343,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Establishment),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Commercial-Business Establishments) - Grocery / Convenience Store / Sari sari Store
2021-02-16,Tuesday,13:18:00,Traf(137)026,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Candau-ay,Purok Saging-saging,123.263496,9.313038,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,Yes (not rel. to RA 7610),,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-16,Tuesday,15:30:00,Traf(137)027,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Calindagan,Fronting Petron Gas Station,123.303154,9.299734,NON-INDEX CRIME,,OTHERNONINDEX,Malicious Mischief,Malicious Mischief (Vehicular Accident),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-16,Tuesday,22:52:00,Traf(137)028,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),,123.304688,9.310016,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-18,Thursday,17:30:00,202102-0333,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 4 (Barangay 4),"Vice Chairman Karaoke Bar, Pinili St.",123.308884,9.304053,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Mauling - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Filed in Pros / Court,No,Yes,No,Yes,1,(Commercial-Business Establishments) - Bar/Disco
2021-02-20,Saturday,9:15:00,Traf(137)029,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Near Cadawinonan E/S,123.27285,9.303445,NON-INDEX CRIME,,PHYSICALINJURIES,Less Serious Phy Inj TRI,Vehicular Accident - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,No,0,Along the Roads/Streets/Alleys
2021-02-20,Saturday,19:30:00,202102-0341,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Cadawinonan,Purok Kawayan,123.268181,9.303855,INDEX CRIME,Crime Against Person,PHYSICALINJURIES,Less Serious Phy Inj,Stabbing/Hacking - PI,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,(Inside Residences) - Public Residential Area
2021-02-21,Sunday,0:45:00,202102-0343,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Bagacay,South Bagacay,123.296158,9.299752,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal, creating disturbance,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-02-21,Sunday,3:45:00,202102-0344,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Balugo,Purok Caimito,123.263145,9.303939,NON-INDEX CRIME,,OTHERNONINDEX,Alarm & Scandal,creating public disturbance ,,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-02-21,Sunday,14:54:00,202102-0347,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.310181,9.316099,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Card Games,"
	Confiscated pieces of evidence were:
		a. one (1) set of playing cards;
		b. bet money amounting to Four Hundred Pesos (Php 400.00) in different denominations.
",Php 400.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,2,(Inside Residences) - Public Residential Area
2021-02-21,Sunday,14:58:00,202102-0348,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Looc,Zone IV,123.310379,9.316062,NON-INDEX CRIME,,SPECIALLAWS,PD 1602 / RA 9287  (GAMBLING),ILL GAMBLING (Bettor),,No,,,,,,,,,,,,,,,,Tong-its,"
	Confiscated pieces of evidence were:
		a. one (1) set of playing cards;
		b. bet money amounting to One Hundred Twenty Nine Pesos (Php 129.00) in different denominations.

",Php 129.00,,,,,,Filed in Pros / Court,Yes,Yes,No,Yes,3,(Inside Residences) - Public Residential Area
2021-02-22,Monday,19:30:00,202102-0356,NEGROS_ORIENTAL,DUMAGUETE_CITY,,Poblacion No. 7 (Barangay 7),Cervantes St.,123.30468,9.309131,INDEX CRIME,Crime Against Property,THEFT,Salisi,Salisi (Park),,No,,,,,,,,,,,,,,,,,,,,,,,,Victim refused to file a case,Yes,Yes,No,Yes,1,Along the Roads/Streets/Alleys
